name,category,row_id,ingredient_number,ingredient,measure,measure_number
Widow's Dream,Cocktail Classics,466,1,benedictine,1.5 oz,1.5
Widow's Dream,Cocktail Classics,466,2,whole egg,1 oz,1
Whiskey Flip,Cocktail Classics,467,1,whole egg,1 oz,1
Whiskey Flip,Cocktail Classics,467,2,powdered sugar,1 oz,1
Whiskey Flip,Cocktail Classics,467,3,blended whiskey,1 oz,1
L.A. Sunrise,Vodka,468,1,vodka,1 oz,1
L.A. Sunrise,Vodka,468,3,orange juice,2 oz,2
L.A. Sunrise,Vodka,468,4,pineapple juice,2 oz,2
L.A. Sunrise,Vodka,468,5,dark rum,.25 oz,0.25
White Rose Cocktail,Cocktail Classics,469,1,gin,.75 oz,0.75
White Rose Cocktail,Cocktail Classics,469,2,orange juice,1 oz,1
White Rose Cocktail,Cocktail Classics,469,3,lime juice,1 oz,1
White Rose Cocktail,Cocktail Classics,469,4,maraschino,.5 oz,0.5
White Rose Cocktail,Cocktail Classics,469,5,egg white,1 oz,1
White Plush,Cocktail Classics,470,1,blended whiskey,2 oz,2
White Plush,Cocktail Classics,470,3,powdered sugar,1 oz,1
White Elephant,Cocktail Classics,471,1,gin,1.5 oz,1.5
White Elephant,Cocktail Classics,471,2,sweet vermouth,1 oz,1
White Elephant,Cocktail Classics,471,3,egg white,1 oz,1
Whiskey Toddy (cold),Cocktail Classics,472,1,powdered sugar,.5 oz,0.5
Whiskey Toddy (cold),Cocktail Classics,472,3,blended whiskey,2 oz,2
Kretchma Cocktail,Vodka,473,1,vodka,1 oz,1
Kretchma Cocktail,Vodka,473,2,white creme de cacao,1 oz,1
Kretchma Cocktail,Vodka,473,3,lemon juice,.25 oz,0.25
Kretchma Cocktail,Vodka,473,4,grenadine,.25 oz,0.25
Whiskey Skin,Cocktail Classics,474,3,blended whiskey,2 oz,2
Whiskey Milk Punch,Cocktail Classics,475,1,powdered sugar,1 oz,1
Whiskey Milk Punch,Cocktail Classics,475,2,blended whiskey,2 oz,2
Katana,Vodka,476,2,vodka,1.5 oz,1.5
Katana,Vodka,476,4,lime juice,.75 oz,0.75
Katana,Vodka,476,5,simple syrup,.75 oz,0.75
Ethel Duffy Cocktail,Brandy,477,1,apricot flavored brandy,.75 oz,0.75
Ethel Duffy Cocktail,Brandy,477,3,triple sec,.75 oz,0.75
Daiquiri,Cocktail Classics,478,1,light rum,2 oz,2
Daiquiri,Cocktail Classics,478,2,lime juice,.75 oz,0.75
Daiquiri,Cocktail Classics,478,3,simple syrup,.75 oz,0.75
Wembley Cocktail,Cocktail Classics,479,1,dry vermouth,.75 oz,0.75
Wembley Cocktail,Cocktail Classics,479,2,gin,1.5 oz,1.5
Wembley Cocktail,Cocktail Classics,479,3,apricot flavored brandy,.25 oz,0.25
Wembley Cocktail,Cocktail Classics,479,4,apple brandy,.5 oz,0.5
Weep-No-More Cocktail,Cocktail Classics,480,1,lime juice,.5 oz,0.5
Weep-No-More Cocktail,Cocktail Classics,480,2,dubonnet,.75 oz,0.75
Weep-No-More Cocktail,Cocktail Classics,480,3,brandy,.75 oz,0.75
Weep-No-More Cocktail,Cocktail Classics,480,4,maraschino,.25 oz,0.25
Jungle Juice,Vodka,481,1,vodka,1 oz,1
Jungle Juice,Vodka,481,2,light rum,1 oz,1
Jungle Juice,Vodka,481,3,triple sec,.5 oz,0.5
Jungle Juice,Vodka,481,4,lemon juice,1 oz,1
Jungle Juice,Vodka,481,5,simple syrup,1 oz,1
Wedding Belle Cocktail,Cocktail Classics,482,1,orange juice,1.5 oz,1.5
Wedding Belle Cocktail,Cocktail Classics,482,2,cherry flavored brandy,1.5 oz,1.5
Wedding Belle Cocktail,Cocktail Classics,482,3,gin,.75 oz,0.75
Wedding Belle Cocktail,Cocktail Classics,482,4,dubonnet,.75 oz,0.75
Waterloo,Cocktail Classics,483,1,light rum,1 oz,1
Waterloo,Cocktail Classics,483,2,orange juice,3 oz,3
Waterbury Cocktail,Cocktail Classics,484,1,powdered sugar,.5 oz,0.5
Waterbury Cocktail,Cocktail Classics,484,2,lemon juice,.25 oz,0.25
Waterbury Cocktail,Cocktail Classics,484,3,egg white,1 oz,1
Waterbury Cocktail,Cocktail Classics,484,4,brandy,1.5 oz,1.5
Waterbury Cocktail,Cocktail Classics,484,5,grenadine,.5 oz,0.5
Washington Cocktail,Cocktail Classics,485,1,dry vermouth,1.5 oz,1.5
Washington Cocktail,Cocktail Classics,485,2,brandy,.75 oz,0.75
Washington Cocktail,Cocktail Classics,485,3,bitters,2 dash,0.04
The Jamaican Ten Speed,Vodka,486,1,vodka,1 oz,1
The Jamaican Ten Speed,Vodka,486,5,half and half,.5 oz,0.5
Twin Six Cocktail,Cocktail Classics,487,1,gin,1 oz,1
Twin Six Cocktail,Cocktail Classics,487,2,sweet vermouth,.5 oz,0.5
Twin Six Cocktail,Cocktail Classics,487,3,grenadine,.25 oz,0.25
Twin Six Cocktail,Cocktail Classics,487,4,orange juice,1 oz,1
Twin Six Cocktail,Cocktail Classics,487,5,egg white,1 oz,1
Jackie-O,Vodka,488,2,orange juice,.5 oz,0.5
Jackie-O,Vodka,488,5,lemon juice,.5 oz,0.5
Trois Rivieres,Cocktail Classics,490,2,dubonnet,1 oz,1
Trois Rivieres,Cocktail Classics,490,3,triple sec,1.5 oz,1.5
Tovarich Cocktail,Cocktail Classics,491,1,vodka,1.5 oz,1.5
Tovarich Cocktail,Cocktail Classics,491,3,lime juice,.5 oz,0.5
Italian Screwdriver,Vodka,492,2,citrus flavored vodka,1.5 oz,1.5
Italian Screwdriver,Vodka,492,3,orange juice,3 oz,3
Italian Screwdriver,Vodka,492,4,grapefruit juice,2 oz,2
T.N.T. Cocktail No. 1,Cocktail Classics,494,1,blended whiskey,1.5 oz,1.5
Ibiza,Vodka,495,1,orange juice,1 oz,1
Ibiza,Vodka,495,3,grapefruit juice,1 oz,1
Thunder,Cocktail Classics,496,1,powdered sugar,1 oz,1
Thunder,Cocktail Classics,496,2,egg yolk,1 oz,1
Thunder,Cocktail Classics,496,3,brandy,1.5 oz,1.5
Huntsman Cocktail,Vodka,497,1,vodka,1.5 oz,1.5
Huntsman Cocktail,Vodka,497,3,lime juice,.5 oz,0.5
Huntsman Cocktail,Vodka,497,4,simple syrup,.5 oz,0.5
Tequila Fizz,Cocktail Classics,498,2,grenadine,.75 oz,0.75
Tequila Fizz,Cocktail Classics,498,3,lemon juice,1 oz,1
Tequila Fizz,Cocktail Classics,498,4,egg white,1 oz,1
Humpty Dumpty,Vodka,499,1,vodka,2 oz,2
Humpty Dumpty,Vodka,499,2,orange juice,1 oz,1
Humpty Dumpty,Vodka,499,4,whole egg,1 oz,1
Humpty Dumpty,Vodka,499,5,bitters,3 dash,0.06
Tequila Cocktail,Cocktail Classics,500,2,lemon juice,.5 oz,0.5
Tequila Cocktail,Cocktail Classics,500,3,grenadine,4 oz,4
Tequila Cocktail,Cocktail Classics,500,4,egg white,1 oz,1
Temptation Cocktail,Cocktail Classics,501,1,blended whiskey,1.5 oz,1.5
Temptation Cocktail,Cocktail Classics,501,2,triple sec,.5 oz,0.5
Temptation Cocktail,Cocktail Classics,501,4,dubonnet,.5 oz,0.5
Tchoupitolas Street Guzzle,Cocktail Classics,502,1,light rum,1 oz,1
Tahitian Tea,Cocktail Classics,503,1,gin,.5 oz,0.5
Tahitian Tea,Cocktail Classics,503,2,light rum,.5 oz,0.5
Tahitian Tea,Cocktail Classics,503,3,vodka,.5 oz,0.5
Tahitian Tea,Cocktail Classics,503,6,orange juice,1 oz,1
Limey,Cocktail Classics,504,1,light rum,1 oz,1
Limey,Cocktail Classics,504,2,lime juice,1 oz,1
Limey,Cocktail Classics,504,3,triple sec,.5 oz,0.5
Headless Horseman,Vodka,505,1,vodka,2 oz,2
Headless Horseman,Vodka,505,2,bitters,3 dash,0.06
Love Cocktail,Cocktail Classics,506,2,egg white,1 oz,1
Love Cocktail,Cocktail Classics,506,3,lemon juice,.5 oz,0.5
Los Angeles Cocktail,Cocktail Classics,507,1,lemon juice,.5 oz,0.5
Los Angeles Cocktail,Cocktail Classics,507,2,powdered sugar,1 oz,1
Los Angeles Cocktail,Cocktail Classics,507,3,whole egg,1 oz,1
Los Angeles Cocktail,Cocktail Classics,507,4,sweet vermouth,.25 oz,0.25
Los Angeles Cocktail,Cocktail Classics,507,5,blended whiskey,1.5 oz,1.5
Long Island Tea,Cocktail Classics,508,1,vodka,.5 oz,0.5
Long Island Tea,Cocktail Classics,508,2,gin,.5 oz,0.5
Long Island Tea,Cocktail Classics,508,3,light rum,.5 oz,0.5
Long Island Tea,Cocktail Classics,508,5,lemon juice,.5 oz,0.5
Harvey Wallbanger,Vodka,509,1,vodka,1 oz,1
Harvey Wallbanger,Vodka,509,2,orange juice,4 oz,4
Lime Giant,Cocktail Classics,510,1,lime juice,2 oz,2
Lil Naue,Cocktail Classics,511,1,brandy,1 oz,1
Lil Naue,Cocktail Classics,511,2,port,.5 oz,0.5
Lil Naue,Cocktail Classics,511,3,apricot flavored brandy,.5 oz,0.5
Lil Naue,Cocktail Classics,511,4,powdered sugar,1 oz,1
Lil Naue,Cocktail Classics,511,5,egg yolk,1 oz,1
Harrington,Vodka,512,1,vodka,1.5 oz,1.5
Harrington,Vodka,512,2,triple sec,.25 oz,0.25
El Profesor,Brandy,513,3,benedictine,.5 oz,0.5
El Profesor,Brandy,513,4,bitters,2 dash,0.04
Leap Year Cocktail,Cocktail Classics,514,1,gin,1.25 oz,1.25
Leap Year Cocktail,Cocktail Classics,514,2,orange juice,.5 oz,0.5
Leap Year Cocktail,Cocktail Classics,514,3,sweet vermouth,.5 oz,0.5
Leap Year Cocktail,Cocktail Classics,514,4,lemon juice,.25 oz,0.25
Lasky Cocktail,Cocktail Classics,515,3,gin,.75 oz,0.75
Lady Love Fizz,Cocktail Classics,516,1,powdered sugar,1 oz,1
Lady Love Fizz,Cocktail Classics,516,2,lemon juice,.5 oz,0.5
Lady Love Fizz,Cocktail Classics,516,3,egg white,1 oz,1
Lady Love Fizz,Cocktail Classics,516,4,gin,2 oz,2
Lady Love Fizz,Cocktail Classics,516,5,light cream,2 oz,2
Handball Cooler,Vodka,517,1,vodka,1.5 oz,1.5
Handball Cooler,Vodka,517,3,orange juice,.5 oz,0.5
Hyatt's Jamaican Banana,Cocktail Classics,518,1,light rum,.5 oz,0.5
Hyatt's Jamaican Banana,Cocktail Classics,518,2,white creme de cacao,.5 oz,0.5
Hyatt's Jamaican Banana,Cocktail Classics,518,5,half and half,1 oz,1
H.P.W. Cocktail,Cocktail Classics,519,1,dry vermouth,1.5 oz,1.5
H.P.W. Cocktail,Cocktail Classics,519,2,sweet vermouth,1.5 oz,1.5
H.P.W. Cocktail,Cocktail Classics,519,3,gin,1.5 oz,1.5
Hot Shot Margarita,Cocktail Classics,520,3,lemon juice,1.5 oz,1.5
The Groupie,Vodka,521,1,lemon juice,3 oz,3
The Groupie,Vodka,521,3,citrus flavored vodka,2 oz,2
Hot Brandy Flip,Cocktail Classics,522,1,whole egg,1,1
Hot Brandy Flip,Cocktail Classics,522,2,powdered sugar,1 oz,1
Hot Brandy Flip,Cocktail Classics,522,3,brandy,1.5 oz,1.5
Grape Nehi,Vodka,523,1,vodka,1 oz,1
Grape Nehi,Vodka,523,3,lemon juice,1 oz,1
Hole-in-One Cocktai,Cocktail Classics,524,3,lemon juice,.25 oz,0.25
Hole-in-One Cocktai,Cocktail Classics,524,4,bitters,1 dash,0.02
Grapefruit Gimlet Royale,Vodka,525,1,vodka,1.5 oz,1.5
Grapefruit Gimlet Royale,Vodka,525,2,grapefruit juice,1 oz,1
Grapefruit Gimlet Royale,Vodka,525,3,lime juice,.25 oz,0.25
Grapefruit Gimlet Royale,Vodka,525,4,simple syrup,.25 oz,0.25
Hair Raiser,Cocktail Classics,526,3,lemon juice,1 oz,1
Godmother,Vodka,527,1,vodka,1.5 oz,1.5
Godmother,Vodka,527,2,amaretto,.75 oz,0.75
Green Opal,Cocktail Classics,528,1,gin,.5 oz,0.5
Green Opal,Cocktail Classics,528,2,anisette,.5 oz,0.5
Green Hornet (Dry),Cocktail Classics,529,1,lime juice,2 oz,2
Green Hornet (Dry),Cocktail Classics,529,6,powdered sugar,1 oz,1
Green Fizz,Cocktail Classics,530,1,powdered sugar,1 oz,1
Green Fizz,Cocktail Classics,530,2,egg white,1 oz,1
Green Fizz,Cocktail Classics,530,3,lemon juice,.5 oz,0.5
Green Fizz,Cocktail Classics,530,4,gin,2 oz,2
Godchild,Vodka,531,1,vodka,1 oz,1
Godchild,Vodka,531,2,amaretto,1 oz,1
Grape Vodka Froth,Cocktail Classics,532,1,vodka,1.5 oz,1.5
Grape Vodka Froth,Cocktail Classics,532,3,egg white,1 oz,1
Grape Vodka Froth,Cocktail Classics,532,4,lemon juice,1 oz,1
Grapefruit Nog,Cocktail Classics,533,1,brandy,1.5 oz,1.5
Grapefruit Nog,Cocktail Classics,533,2,grapefruit juice,.5 oz,0.5
Grapefruit Nog,Cocktail Classics,533,3,lemon juice,1 oz,1
Grapefruit Nog,Cocktail Classics,533,5,whole egg,1 oz,1
Golden Slipper,Cocktail Classics,534,2,apricot flavored brandy,2 oz,2
Golden Frappe,Cocktail Classics,536,1,orange juice,1 oz,1
Golden Frappe,Cocktail Classics,536,2,lemon juice,2 oz,2
Golden Frappe,Cocktail Classics,536,4,port,1 oz,1
Glass Tower,Vodka,537,1,vodka,1 oz,1
Glass Tower,Vodka,537,4,triple sec,1 oz,1
Golden Fizz,Cocktail Classics,538,1,lemon juice,.5 oz,0.5
Golden Fizz,Cocktail Classics,538,2,powdered sugar,.5 oz,0.5
Golden Fizz,Cocktail Classics,538,3,gin,1.5 oz,1.5
Golden Fizz,Cocktail Classics,538,4,egg yolk,1 oz,1
Gloom Lifter,Cocktail Classics,539,1,blended whiskey,1 oz,1
Gloom Lifter,Cocktail Classics,539,2,brandy,.5 oz,0.5
Gloom Lifter,Cocktail Classics,539,3,lemon juice,.5 oz,0.5
Gloom Lifter,Cocktail Classics,539,6,egg white,.5 oz,0.5
Glogg,Cocktail Classics,540,2,orange juice,2 oz,2
Georgia Peach,Vodka,541,1,vodka,1.5 oz,1.5
Georgia Peach,Vodka,541,3,grenadine,1 oz,1
Georgia Mule,Vodka,542,2,vodka,1.5 oz,1.5
Georgia Mule,Vodka,542,3,lemon juice,.5 oz,0.5
Georgia Mule,Vodka,542,4,bitters,2 dash,0.04
Gentle Ben,Vodka,543,1,vodka,1 oz,1
Gentle Ben,Vodka,543,2,gin,1 oz,1
Gentle Ben,Vodka,543,3,blanco tequila,1 oz,1
East India Cocktail No. 1,Brandy,544,1,brandy,1.5 oz,1.5
East India Cocktail No. 1,Brandy,544,3,triple sec,.5 oz,0.5
East India Cocktail No. 1,Brandy,544,4,pineapple juice,.5 oz,0.5
East India Cocktail No. 1,Brandy,544,5,bitters,1 dash,0.02
General Harrison's Eggnog,Cocktail Classics,545,1,whole egg,1 oz,1
General Harrison's Eggnog,Cocktail Classics,545,2,powdered sugar,1 oz,1
Gables Collins,Vodka,546,1,vodka,1.5 oz,1.5
Gables Collins,Vodka,546,3,lemon juice,.5 oz,0.5
Gables Collins,Vodka,546,4,pineapple juice,.5 oz,0.5
Frozen Brandy and Rum,Cocktail Classics,547,1,brandy,1.5 oz,1.5
Frozen Brandy and Rum,Cocktail Classics,547,2,light rum,1 oz,1
Frozen Brandy and Rum,Cocktail Classics,547,3,lemon juice,1 oz,1
Frozen Brandy and Rum,Cocktail Classics,547,4,egg yolk,1 oz,1
Frozen Brandy and Rum,Cocktail Classics,547,5,powdered sugar,1 oz,1
Frozen Apple,Cocktail Classics,548,2,lime juice,1 oz,1
Frozen Apple,Cocktail Classics,548,4,egg white,.5 oz,0.5
Frisky Witch,Vodka,549,1,vodka,1 oz,1
Froth Blower Cocktail,Cocktail Classics,550,1,egg white,1 oz,1
Froth Blower Cocktail,Cocktail Classics,550,2,gin,2 oz,2
Froth Blower Cocktail,Cocktail Classics,550,3,grenadine,1 oz,1
French Martini,Vodka,551,1,vodka,1.5 oz,1.5
French Martini,Vodka,551,3,pineapple juice,.75 oz,0.75
Flatiron Martini,Vodka,552,2,orange juice,1.5 oz,1.5
Favourite Cocktail,Cocktail Classics,553,1,apricot flavored brandy,.75 oz,0.75
Favourite Cocktail,Cocktail Classics,553,2,dry vermouth,.75 oz,0.75
Favourite Cocktail,Cocktail Classics,553,3,lemon juice,.75 oz,0.75
Favourite Cocktail,Cocktail Classics,553,4,gin,.25 oz,0.25
Electric Jam,Vodka,554,1,vodka,1.25 oz,1.25
Electric Jam,Vodka,554,3,simple syrup,1 oz,1
Electric Jam,Vodka,554,4,lemon juice,1 oz,1
Fairy Belle Cocktail,Cocktail Classics,555,1,egg white,1 oz,1
Fairy Belle Cocktail,Cocktail Classics,555,2,grenadine,1 oz,1
Fairy Belle Cocktail,Cocktail Classics,555,3,apricot flavored brandy,.75 oz,0.75
Fairy Belle Cocktail,Cocktail Classics,555,4,gin,1.5 oz,1.5
Duke Cocktail,Cocktail Classics,556,1,triple sec,.5 oz,0.5
Duke Cocktail,Cocktail Classics,556,2,orange juice,1 oz,1
Duke Cocktail,Cocktail Classics,556,3,lemon juice,2 oz,2
Duke Cocktail,Cocktail Classics,556,4,maraschino,.5 oz,0.5
Duke Cocktail,Cocktail Classics,556,5,whole egg,1 oz,1
Dreamy Dorini Smoking Martini,Vodka,557,1,vodka,2 oz,2
Dubonnet Highball,Cocktail Classics,558,1,dubonnet,2 oz,2
Dubonnet Fizz,Cocktail Classics,559,1,orange juice,.5 oz,0.5
Dubonnet Fizz,Cocktail Classics,559,2,lemon juice,.25 oz,0.25
Dubonnet Fizz,Cocktail Classics,559,3,cherry flavored brandy,1 oz,1
Dubonnet Fizz,Cocktail Classics,559,4,dubonnet,2 oz,2
Dubonnet Cocktail,Cocktail Classics,560,1,dubonnet,1.5 oz,1.5
Dubonnet Cocktail,Cocktail Classics,560,2,gin,.75 oz,0.75
Dubonnet Cocktail,Cocktail Classics,560,3,bitters,1 dash,0.02
Doctor Cook,Cocktail Classics,561,1,gin,.75 oz,0.75
Doctor Cook,Cocktail Classics,561,2,lemon juice,1 oz,1
Doctor Cook,Cocktail Classics,561,3,maraschino,1 oz,1
Doctor Cook,Cocktail Classics,561,4,egg white,1 oz,1
Desert Sunrise,Vodka,562,1,vodka,1.25 oz,1.25
Desert Sunrise,Vodka,562,2,orange juice,1.5 oz,1.5
Desert Sunrise,Vodka,562,3,pineapple juice,1.5 oz,1.5
Desert Sunrise,Vodka,562,4,grenadine,1 oz,1
Dillatini,Cocktail Classics,563,1,gin,1.5 oz,1.5
Dillatini,Cocktail Classics,563,2,dry vermouth,.75 oz,0.75
Devil's Cocktail,Cocktail Classics,564,1,lemon juice,.5 oz,0.5
Devil's Cocktail,Cocktail Classics,564,2,port,1.5 oz,1.5
Devil's Cocktail,Cocktail Classics,564,3,dry vermouth,1.5 oz,1.5
Derby Fizz,Cocktail Classics,565,1,lemon juice,.5 oz,0.5
Derby Fizz,Cocktail Classics,565,2,powdered sugar,1 oz,1
Derby Fizz,Cocktail Classics,565,3,whole egg,1,1
Derby Fizz,Cocktail Classics,565,5,triple sec,1 oz,1
Cubeltini,Vodka,566,3,simple syrup,1.5 oz,1.5
Cubeltini,Vodka,566,4,vodka,2 oz,2
Cubeltini,Vodka,566,5,lime juice,1 oz,1
Crocodile Cooler,Vodka,567,1,citrus flavored vodka,1.5 oz,1.5
Crocodile Cooler,Vodka,567,3,triple sec,.75 oz,0.75
Crocodile Cooler,Vodka,567,4,simple syrup,.75 oz,0.75
Crocodile Cooler,Vodka,567,5,lemon juice,1 oz,1
Cosmopolitan,Vodka,568,1,vodka,1.5 oz,1.5
Cosmopolitan,Vodka,568,2,lime juice,.5 oz,0.5
Cosmopolitan,Vodka,568,3,triple sec,.5 oz,0.5
Cosmopolitan,Vodka,568,4,cranberry juice,.5 oz,0.5
Dream Cocktail,Brandy,569,1,brandy,1.5 oz,1.5
Dream Cocktail,Brandy,569,2,triple sec,.75 oz,0.75
Dream Cocktail,Brandy,569,3,anisette,1 oz,1
Jean Lafitte Cocktail,Cocktail Classics,570,1,gin,1 oz,1
Jean Lafitte Cocktail,Cocktail Classics,570,2,triple sec,.5 oz,0.5
Jean Lafitte Cocktail,Cocktail Classics,570,4,powdered sugar,1 oz,1
Jean Lafitte Cocktail,Cocktail Classics,570,5,egg yolk,1 oz,1
Japanese Fizz,Cocktail Classics,571,1,lemon juice,.5 oz,0.5
Japanese Fizz,Cocktail Classics,571,2,powdered sugar,1 oz,1
Japanese Fizz,Cocktail Classics,571,3,blended whiskey,1.5 oz,1.5
Japanese Fizz,Cocktail Classics,571,4,port,1 oz,1
Japanese Fizz,Cocktail Classics,571,5,egg white,1 oz,1
Citronella Cooler,Vodka,572,1,citrus flavored vodka,1 oz,1
Citronella Cooler,Vodka,572,2,lime juice,1 oz,1
Citronella Cooler,Vodka,572,3,lemon juice,2 oz,2
Citronella Cooler,Vodka,572,4,cranberry juice,1 oz,1
North Pole Cocktail,Cocktail Classics,573,1,egg white,1 oz,1
North Pole Cocktail,Cocktail Classics,573,2,lemon juice,.5 oz,0.5
North Pole Cocktail,Cocktail Classics,573,3,maraschino,.5 oz,0.5
North Pole Cocktail,Cocktail Classics,573,4,gin,1 oz,1
The Cinquecento,Vodka,574,2,benedictine,.5 oz,0.5
The Cinquecento,Vodka,574,4,grapefruit juice,.75 oz,0.75
The Cinquecento,Vodka,574,5,bitters,1 dash,0.02
New Orleans Gin Fizz,Cocktail Classics,575,1,lemon juice,.5 oz,0.5
New Orleans Gin Fizz,Cocktail Classics,575,2,lime juice,.5 oz,0.5
New Orleans Gin Fizz,Cocktail Classics,575,3,powdered sugar,1 oz,1
New Orleans Gin Fizz,Cocktail Classics,575,4,egg white,1 oz,1
New Orleans Gin Fizz,Cocktail Classics,575,5,gin,2 oz,2
Napoleon,Cocktail Classics,576,1,gin,2 oz,2
Napoleon,Cocktail Classics,576,3,dubonnet,.5 oz,0.5
Zombie,Rum - Daiquiris,577,3,light rum,1 oz,1
Zombie,Rum - Daiquiris,577,4,lemon juice,1 oz,1
Zombie,Rum - Daiquiris,577,6,bitters,1 dash,0.02
Kiss the Boys Goodbye,Cocktail Classics,578,2,brandy,.75 oz,0.75
Kiss the Boys Goodbye,Cocktail Classics,578,3,egg white,.5 oz,0.5
Kiss the Boys Goodbye,Cocktail Classics,578,4,lemon juice,1 oz,1
X.Y.Z. Cocktail,Rum - Daiquiris,579,1,light rum,1 oz,1
X.Y.Z. Cocktail,Rum - Daiquiris,579,2,triple sec,.5 oz,0.5
X.Y.Z. Cocktail,Rum - Daiquiris,579,3,lemon juice,.5 oz,0.5
K.G.B. Cocktail,Cocktail Classics,580,2,gin,1.5 oz,1.5
K.G.B. Cocktail,Cocktail Classics,580,3,apricot flavored brandy,.25 oz,0.25
K.G.B. Cocktail,Cocktail Classics,580,4,lemon juice,.25 oz,0.25
Eye-Opener,Cocktail Classics,581,1,egg yolk,1 oz,1
Eye-Opener,Cocktail Classics,581,2,powdered sugar,.5 oz,0.5
Eye-Opener,Cocktail Classics,581,4,triple sec,1 oz,1
Eye-Opener,Cocktail Classics,581,5,white creme de cacao,1 oz,1
Eye-Opener,Cocktail Classics,581,6,light rum,2 oz,2
Wiki Waki Woo,Rum - Daiquiris,582,1,light rum,.5 oz,0.5
Wiki Waki Woo,Rum - Daiquiris,582,4,amaretto,1 oz,1
Wiki Waki Woo,Rum - Daiquiris,582,5,orange juice,1 oz,1
Elk's Own Cocktail,Cocktail Classics,583,1,egg white,1 oz,1
Elk's Own Cocktail,Cocktail Classics,583,2,blended whiskey,1.5 oz,1.5
Elk's Own Cocktail,Cocktail Classics,583,3,port,.75 oz,0.75
Elk's Own Cocktail,Cocktail Classics,583,4,lemon juice,.25 oz,0.25
Elk's Own Cocktail,Cocktail Classics,583,5,powdered sugar,1 oz,1
Egg Sour,Cocktail Classics,585,1,whole egg,1 oz,1
Egg Sour,Cocktail Classics,585,2,powdered sugar,1 oz,1
Egg Sour,Cocktail Classics,585,3,lemon juice,.5 oz,0.5
Egg Sour,Cocktail Classics,585,4,brandy,2 oz,2
Egg Sour,Cocktail Classics,585,5,triple sec,.25 oz,0.25
White Lion Cocktail,Cocktail Classics,586,1,light rum,1.5 oz,1.5
White Lion Cocktail,Cocktail Classics,586,2,lemon juice,1 oz,1
White Lion Cocktail,Cocktail Classics,586,3,simple syrup,.5 oz,0.5
White Lion Cocktail,Cocktail Classics,586,4,grenadine,1 oz,1
White Lion Cocktail,Cocktail Classics,586,5,bitters,2 dash,0.04
White Lily Cocktail,Rum - Daiquiris,587,1,light rum,.75 oz,0.75
White Lily Cocktail,Rum - Daiquiris,587,2,triple sec,.75 oz,0.75
White Lily Cocktail,Rum - Daiquiris,587,3,gin,.75 oz,0.75
White Lily Cocktail,Rum - Daiquiris,587,4,anisette,1 oz,1
Ice Cream Flip,Rum - Daiquiris,588,1,whole egg,1 oz,1
Ice Cream Flip,Rum - Daiquiris,588,2,maraschino,1 oz,1
Ice Cream Flip,Rum - Daiquiris,588,3,triple sec,1 oz,1
Outrigger,Cocktail Classics,589,2,lime juice,1 oz,1
Outrigger,Cocktail Classics,589,3,pineapple juice,1 oz,1
Opera Cocktail,Cocktail Classics,590,1,maraschino,1 oz,1
Opera Cocktail,Cocktail Classics,590,2,dubonnet,.5 oz,0.5
Opera Cocktail,Cocktail Classics,590,3,gin,1.5 oz,1.5
Virginia Dare,Rum - Daiquiris,591,2,dark rum,2 oz,2
Virginia Dare,Rum - Daiquiris,591,3,benedictine,.5 oz,0.5
Virginia Dare,Rum - Daiquiris,591,4,bitters,2 dash,0.04
Opening Cocktail,Cocktail Classics,592,1,grenadine,.5 oz,0.5
Opening Cocktail,Cocktail Classics,592,2,sweet vermouth,.5 oz,0.5
Opening Cocktail,Cocktail Classics,592,3,blended whiskey,1.5 oz,1.5
Queen Bee,Cocktail Classics,593,1,lime juice,1.5 oz,1.5
Van Vleet,Rum - Daiquiris,594,1,light rum,3 oz,3
Van Vleet,Rum - Daiquiris,594,3,lemon juice,1 oz,1
Zaza Cocktail,Cocktail Classics,595,1,gin,1.5 oz,1.5
Zaza Cocktail,Cocktail Classics,595,2,dubonnet,.75 oz,0.75
The Vacation Cocktail,Rum - Daiquiris,596,2,lime juice,.75 oz,0.75
The Vacation Cocktail,Rum - Daiquiris,596,5,orange juice,.5 oz,0.5
Dolores,Brandy,597,4,egg white,1 oz,1
Vesuvio,Cocktail Classics,598,1,light rum,1 oz,1
Vesuvio,Cocktail Classics,598,2,lemon juice,.5 oz,0.5
Vesuvio,Cocktail Classics,598,3,powdered sugar,1 oz,1
Vesuvio,Cocktail Classics,598,4,egg white,.5 oz,0.5
Vesuvio,Cocktail Classics,598,5,sweet vermouth,.5 oz,0.5
Urban Anxiety,Rum,599,2,sweet vermouth,1 oz,1
Urban Anxiety,Rum,599,4,bitters,2 dash,0.04
Virgin,Cocktail Classics,600,1,gin,1 oz,1
Tropica Cocktail,Rum - Daiquiris,601,1,light rum,2 oz,2
Tropica Cocktail,Rum - Daiquiris,601,2,pineapple juice,3 oz,3
Tropica Cocktail,Rum - Daiquiris,601,3,grapefruit juice,1 oz,1
Tropica Cocktail,Rum - Daiquiris,601,4,grenadine,1 oz,1
Vermouth Cassis,Cocktail Classics,602,2,dry vermouth,1.5 oz,1.5
Verboten,Cocktail Classics,603,1,gin,1.5 oz,1.5
Verboten,Cocktail Classics,603,3,orange juice,1 oz,1
Verboten,Cocktail Classics,603,4,lemon juice,1 oz,1
Velvet Hammer No. 2,Cocktail Classics,604,2,white creme de cacao,1 oz,1
Velvet Hammer No. 2,Cocktail Classics,604,3,light cream,1 oz,1
